gene_id	C1	C2
22953	1	0
22954	46	37
22955	76	95
2296	224	272
2297	3	1
22974	85	66
22976	66	68
22977	6	8
22978	173	181
22979	30	37
2298	0	3
22980	288	231
22981	39	37
22982	109	172
22983	12	5
22984	192	193
22985	358	371
22986	0	0
22987	2	0
22989	10	13
2299	14	10
22990	158	429
22992	605	376
22993	199	109
22994	36	23
22995	14	75
22996	36	27
22997	6	9
22998	159	222
22999	8	17
23	257	339
230	228	217
2300	2	2
23001	239	560
23002	363	601
23005	296	148
23007	5	5
23008	224	124
2301	0	1
23011	193	209
23012	136	160
23013	501	486
23014	187	117
23015	272	702
23016	97	98
23017	13	5
23019	669	1499
2302	3	0
23020	851	2095
23022	874	1016
23023	108	72
23024	478	506
23025	1	1
23026	5	0
23028	260	264
23029	84	83
2303	3	8
23030	240	81
23031	79	64
23032	138	217
23033	123	231
23034	104	93
23035	37	61
23036	174	376
23037	333	531
23038	368	182
23039	288	321
2304	53	33
23040	0	0
23041	187	410
23042	280	222
23043	93	117
23046	13	16
23047	86	234
23048	218	189
23049	742	3799
2305	66	34
23051	257	110
23052	517	136
23053	390	249
23054	238	269
23057	27	5
23059	50	40
2306	0	0
23060	236	230
23061	692	412
23062	196	187
23063	308	486
23064	281	1042
23065	145	216
23066	11	6
23067	191	145
23070	159	148
23071	125	132
23072	1	4
23074	126	234
23075	342	351
23076	122	92
23077	870	2770
23078	121	286
2308	167	140
23080	121	61
23081	123	116
23082	194	139
23085	293	282
23086	426	586
23087	147	32
23089	25	11
2309	365	288
23090	24	47
23091	222	659
23092	63	59
23093	106	130
23094	286	141
23095	382	1081
23096	65	73
23097	70	65
23098	103	20
23099	171	57
231	84	164
23101	6	10
23102	232	88
23105	43	22
23107	135	127
23108	131	67
23109	2	2
23111	149	255
23112	142	338
23113	194	157
23114	41	41
23116	88	97
23117	179	3272
23118	278	696
23119	29	5
2312	14141	346631
23120	85	87
23122	164	305
23125	215	156
23126	141	275
23127	2	2
23129	255	193
2313	55	41
23130	214	209
23131	298	458
23132	136	164
23133	108	121
23135	283	294
23136	56	93
23137	111	157
23138	123	12
23139	124	127
2314	403	463
23140	365	464
23141	240	210
23142	42	42
23143	134	173
23144	104	51
23145	16	2
23148	9	14
23149	86	41
2315	118	95
23150	220	300
23151	203	140
23152	522	327
23154	70	14
23155	93	66
23157	66	33
23158	117	129
2316	3101	6129
23160	192	277
23161	165	222
23162	318	138
23163	121	91
23164	668	505
23165	212	346
23166	62	113
23167	164	223
23168	321	249
23169	112	66
2317	1620	2968
23170	236	74
23171	77	47
23172	101	65
23173	174	126
23174	166	96
23175	92	80
23176	388	160
23177	164	75
23178	40	48
23179	123	139
2318	41	171
23180	131	156
23181	167	147
23184	111	115
23185	255	210
23186	238	102
23187	370	211
23189	524	599
2319	188	90
23190	407	348
23191	533	645
23192	276	153
23193	605	737
23194	43	9
23195	186	778
23196	409	558
23197	223	97
23198	228	472
23199	490	263
23200	328	497
23201	188	17
23203	146	116
23204	299	182
23205	38	15
23207	430	258
23208	19	6
23209	4	7
2321	62	116
23210	46	40
23211	138	236
23212	55	9
23213	48	62
23214	353	304
23215	575	1507
23216	91	87
23217	0	0
23218	581	392
23219	217	90
2322	0	1
23220	44	17
23221	88	52
23223	128	141
23224	744	3103
23225	123	92
23228	20	16
23229	133	50
2323	12	4
23230	160	914
23231	29	55
23232	47	44
23233	237	318
23234	118	110
23235	250	227
23236	41	54
23237	192	7
23239	192	151
2324	23	28
23240	66	156
23241	194	86
23242	292	181
23243	167	319
23244	368	567
23245	127	24
23246	119	156
23247	114	110
23248	168	220
23250	195	196
23251	6	0
23252	59	13
23253	256	382
23254	242	44
23255	83	56
23256	157	221
23258	154	238
23259	175	125
2326	15	8
23261	57	36
23262	101	146
23263	98	62
23264	364	233
23265	458	188
23266	253	407
23268	214	283
23269	104	223
2327	63	56
23270	125	30
23271	380	432
23272	183	279
23274	112	91
23275	54	36
23276	178	104
23277	550	261
23279	140	204
2328	27	23
23281	1	0
23283	87	96
23284	74	186
23285	6	3
23286	239	263
23287	90	138
23288	108	45
2329	14	17
23291	191	116
23293	166	192
23294	265	223
23295	180	98
23299	1138	610
2330	56	42
23300	248	152
23301	195	183
23302	7	2
23303	287	461
23304	161	283
23305	2	2
23306	62	17
23307	147	219
23308	67	25
23309	175	74
2331	265	96
23310	80	107
23312	32	100
23313	575	158
23314	14	44
23315	71	24
23316	6	5
23317	202	388
23318	131	376
2332	108	317
23321	197	81
23322	21	61
23324	211	105
23325	140	284
23326	730	443
23327	124	138
23328	572	584
23329	35	26
23331	119	113
23332	261	426
23333	36	36
23334	204	239
23335	69	116
23336	175	456
23338	143	60
23339	319	301
2334	13	24
23341	61	56
23344	320	563
23345	225	1139
23347	151	257
23348	493	974
23349	11	2
2335	1105	3751
23350	224	288
23351	308	99
23352	673	1652
23353	457	347
23354	58	14
23355	101	167
23357	80	24
23358	245	509
23359	10	1
23360	211	268
23361	125	39
23362	161	184
23363	257	187
23365	1092	1800
23366	23	16
23367	761	616
23368	228	175
23369	475	841
23370	146	66
23371	307	129
23373	82	41
23376	133	121
23378	36	19
23379	162	159
23380	233	456
23381	341	229
23382	258	153
23383	208	79
23384	223	280
23385	276	399
23386	281	86
23387	158	157
23389	604	2643
2339	232	74
23390	55	57
23392	431	830
23394	316	339
23395	109	70
23396	169	149
23397	25	23
23398	73	61
23399	322	138
23400	216	276
23401	97	3
23403	65	12
23404	48	49
23405	209	724
23406	83	8
23408	56	21
23409	0	0
23410	70	27
23411	90	86
23412	71	84
23413	212	85
23414	24	74
23415	2	1
23416	1	0
23417	23	34
2342	66	14
23420	282	1687
23421	33	28
23423	303	73
23424	49	68
23426	48	68
23428	466	320
23429	155	98
23430	0	0
23431	110	136
23432	90	13
23433	225	84
23435	358	293
23438	100	155
23439	0	0
23440	0	0
23443	54	59
23446	562	427
23450	383	433
23451	989	1440
23452	257	117
23456	47	59
23457	16	12
2346	12	16
23460	17	96
23461	96	174
23462	18	18
23463	254	48
23464	33	24
23466	213	32
23467	23	8
23468	298	141
23469	326	425
23471	265	618
23473	132	171
23474	77	111
23475	17	5
23476	328	567
23478	199	125
23479	200	150
2348	14	12
23480	75	92
23481	172	208
23483	35	27
23484	89	30
23491	10	1
23492	178	10
23493	13	6
23495	1	0
23498	13	31
23499	1758	4506
2350	10	13
23500	78	60
23503	173	360
23504	28	29
23505	276	389
23506	129	145
23507	61	68
23508	99	14
23509	225	53
23510	278	46
23511	260	342
23512	102	197
23513	479	177
23514	96	165
23515	132	203
23516	134	34
23517	210	254
23518	100	95
2352	1	0
23521	5764	9513
23522	148	529
23523	190	273
23524	1786	2030
23526	50	6
23527	183	349
23528	19	32
23529	15	8
2353	1561	1345
23530	204	229
23531	49	31
23532	4	2
23533	0	4
23534	167	221
23536	113	48
23539	5	1
2354	387	84
23541	108	59
23542	22	4
23543	372	217
23544	8	16
23545	62	150
23546	0	0
23547	0	2
23548	27	26
23549	174	120
2355	1496	605
23550	227	87
23551	9	3
23552	15	4
23553	11	8
23554	19	28
23555	40	28
23556	103	261
23557	84	26
23558	432	208
23559	124	24
2356	107	24
23560	146	121
23562	6	5
23563	1	1
23564	169	131
23566	25	29
23567	53	25
23568	198	112
23569	1	0
2357	8	0
23576	59	35
2358	1	0
23580	332	39
23581	1025	359
23582	112	81
23583	52	8
23584	8	1
23585	201	188
23586	58	105
23587	105	49
23588	157	137
23589	89	6
2359	5	3
23590	11	23
23592	99	165
23593	314	251
23594	8	7
23595	55	80
23596	25	26
23597	72	65
23598	70	29
23600	34	14
23601	1	2
23603	437	451
23604	34	9
23607	167	458
23608	340	464
23609	147	61
23612	370	27
23613	149	203
23616	141	102
23619	0	5
23621	189	81
23623	129	34
23624	83	25
23625	94	8
23627	3	1
23630	0	0
23632	13	8
23633	273	211
23635	123	146
23636	184	281
23637	252	314
23639	9	5
23640	100	32
23641	75	37
23643	3	5
23644	228	141
23645	464	224
23646	829	395
23647	177	66
23648	196	205
23649	54	33
23650	5523	2783
23654	949	683
23657	57	78
23658	36	29
23659	79	19
23660	31	19
23670	108	181
23671	1	0
23673	156	117
23676	0	0
23677	303	126
23678	92	118
23682	131	55
23683	191	253
23704	25	8
23705	70	106
23708	13	17
23710	263	116
23729	92	22
23731	262	212
23732	1	0
23741	249	102
23742	5	0
23743	15	29
23746	0	0
23753	33	13
23759	112	74
23760	182	265
23761	81	54
23762	36	16
23764	217	13
23765	114	144
23767	82	75
23768	85	19
23769	3	1
23770	684	228
23774	304	232
23779	18	0
23780	28	46
23784	0	0
23786	235	117
23787	623	498
23788	220	395
238	3	10
239	46	20
2395	22	14
24	59	142
240	5	10
241	5	3
24137	32	62
24138	31	21
24139	159	153
24140	87	68
24141	15	4
24142	52	5
24144	125	163
24145	99	52
24146	23	7
24147	44	23
24148	335	842
24149	133	156
242	192	436
2444	10	39
245711	1	0
245806	2	0
245812	43	19
245972	0	1
245973	150	175
246	7	2
246100	0	0
246175	241	251
246176	2	0
246181	1	4
246184	43	36
246243	148	81
246269	7	7
246329	4	3
246330	51	10
246721	43	28
246777	12	9
246778	0	0
247	150	61
2475	252	468
248	0	0
2483	66	240
2487	214	141
249	8	16
2491	2	8
2492	1	1
2494	7	6
2495	2586	6050
25	341	195
250	0	0
251	0	0
2512	2745	2285
2515	0	0
2516	0	0
2517	81	112
2519	96	58
2521	579	1140
2523	35	38
2524	53	36
2525	11	6
2526	14	2
2527	0	1
2528	0	1
252839	127	31
252884	12	1
2529	2	2
252969	48	26
252983	19	18
252995	3	1
2530	41	52
2531	262	122
253143	162	243
253152	7	2
253190	53	71
2532	127	47
253260	107	264
2533	3	20
253314	1	0
2534	199	183
253430	43	56
253461	212	148
2535	5	4
253512	59	54
253558	43	32
253559	3	13
253635	62	40
253639	6	5
253650	2	27
2537	41	11
253714	36	40
253725	177	1588
253738	30	47
253769	16	21
253782	275	103
2538	0	0
253827	138	53
253832	165	158
2539	182	234
253935	2	9
253943	183	192
253959	236	401
253980	40	13
253982	1	0
254013	5	3
254042	21	11
254048	121	173
254050	2	0
254065	84	360
254102	202	173
254122	1	1
254170	89	50
254173	0	0
254187	0	0
2542	52	37
254225	65	58
254228	30	8
254240	120	148
254251	27	29
254263	8	3
254268	2	0
254272	0	0
254295	56	68
2543	0	0
254359	46	11
254394	64	49
254427	34	5
254428	70	48
254439	0	0
254528	0	0
254531	61	53
254552	21	13
2547	785	677
254773	208	166
254778	3	0
2548	218	157
254827	13	33
254863	42	9
254887	42	14
2549	161	317
254910	47	17
254973	0	3
2550	69	57
255022	0	0
255027	9	7
255043	14	1
255057	22	5
255061	0	0
2551	80	98
255101	0	0
255104	84	55
255119	0	2
255189	425	247
255231	5	8
255239	5	3
255252	63	19
255275	0	1
2553	41	56
255308	0	0
255313	0	0
255324	43	13
255349	4	2
255374	6	1
255394	62	144
2554	0	3
255403	16	25
255426	2	6
255488	248	115
2555	0	0
255520	49	59
2556	1	4
255631	5	10
2557	2	0
255738	38	14
255743	33	30
255758	13	10
255762	0	2
255783	39	4
2558	1	0
255809	0	0
255877	46	29
2559	0	0
255919	51	21
255928	1	5
255967	166	180
256006	1	2
256051	31	20
256076	5	5
2561	2	3
256126	3	1
256158	10	14
2562	6	5
256223	0	0
256227	4	1
256281	54	7
2563	1	0
256302	110	1
256309	3	7
256329	15	2
256356	77	74
256364	180	107
256380	0	0
256394	11	14
2564	49	23
256435	6	7
256471	29	54
256472	1	0
2565	0	0
256536	4	9
256586	21	7
2566	0	0
256643	35	51
256646	0	0
256691	18	19
2567	4	6
256710	0	2
256714	14	10
256764	83	139
2568	283	185
256815	1	1
2569	1	2
256933	0	0
256949	32	10
256957	0	1
256987	282	225
257	7	2
2570	0	0
257019	26	29
257044	2	2
257062	0	0
257068	3	2
2571	1	1
257106	107	84
257144	21	4
257160	63	73
257169	0	1
257177	3	7
257194	59	38
2572	0	0
257218	90	179
257236	13	0
257313	2	0
257364	192	35
257397	113	113
2574	0	0
257407	32	3
257415	38	106
25758	20	13
25759	40	9
2576	0	0
257629	1	0
25764	57	80
25766	65	51
25769	0	0
2577	0	1
25770	0	0
25771	132	105
25775	1	0
25776	52	27
25777	1161	449
25778	169	84
2578	0	0
25780	24	24
25782	129	337
25788	19	25
25789	0	1
25790	9	12
25791	81	47
25792	365	319
25793	291	332
25794	6	1
25796	143	66
25797	174	182
25798	93	76
25799	62	28
258	13	17
2580	254	171
25800	641	935
25801	28	13
258010	29	30
25802	134	151
25803	60	12
25804	143	43
25805	152	117
25806	4	0
25807	38	5
25809	11	27
2581	78	127
25813	132	95
25814	215	338
25816	71	37
25817	17	2
25818	641	338
25819	16	19
2582	20	21
25820	257	245
25821	59	83
25822	47	28
25823	2	0
25824	432	255
25825	148	79
25827	8	13
25828	143	116
25829	193	102
2583	1	1
25830	0	0
25831	690	1487
25832	520	6448
25833	146	120
25834	1	4
25836	350	990
25837	4	1
25839	189	376
2584	35	26
25840	235	89
25841	92	45
25842	57	52
25843	128	72
25844	268	81
25847	100	37
25849	424	175
2585	27	31
25850	14	16
25851	88	39
25852	101	116
25853	189	90
25854	12	10
25855	131	68
25861	62	34
25862	51	10
25864	19	1
25865	185	188
25870	241	80
25871	119	136
25873	920	1705
25874	90	78
25875	114	47
25876	1	0
25878	336	652
25879	97	85
2588	43	59
25880	14	5
25884	4	5
25885	205	207
25886	13	5
25888	25	13
2589	312	347
25890	223	859
25891	76	39
25893	7	4
25894	104	67
25895	34	6
25896	75	85
25897	325	516
25898	44	40
259	0	0
2590	305	180
25900	20	14
25901	35	34
25902	44	62
25903	108	47
25904	89	56
25906	84	93
25907	11	0
25909	262	570
2591	73	179
25911	43	32
25912	436	179
25913	33	83
25914	57	74
25915	85	78
25917	97	92
259173	463	171
259197	0	0
2592	58	94
25920	227	79
25921	566	285
259217	72	28
25923	259	323
259230	170	67
259232	24	34
259236	1	1
25924	36	17
25925	43	74
25926	98	128
259266	38	247
25927	29	4
25928	126	56
259282	235	535
259289	0	4
25929	64	111
259290	0	2
259291	0	4
259292	0	4
259293	0	14
259294	0	4
259295	0	7
259296	0	1
2593	61	34
25930	280	162
259307	2	1
259308	0	1
25932	432	144
25934	105	130
25936	44	35
25937	272	115
25938	84	157
25939	47	195
25940	136	116
25941	202	90
25942	256	309
25943	74	125
25945	12	20
25946	634	112
25948	149	125
25949	146	206
2595	76	80
25950	12	8
25953	75	38
25956	29	21
25957	207	240
25959	276	111
2596	0	1
25960	168	63
25961	10	6
25962	174	375
25963	264	257
25966	151	82
2597	5735	3883
25970	141	57
25972	77	49
25973	10	6
25974	11	5
25975	19	20
25976	285	299
25977	72	51
25978	133	114
25979	60	30
25980	163	79
25981	40	75
25983	67	65
25984	413	511
25987	354	75
25988	50	25
25989	305	98
25992	99	60
25994	284	151
25996	141	86
25998	158	294
25999	27	15
26	25	1
26000	219	99
26001	242	126
26002	110	57
26003	284	304
26005	68	131
26007	103	35
26009	160	99
26010	170	108
26011	146	119
26012	199	179
26013	6	7
26015	74	62
26017	189	81
26018	307	232
26019	156	221
26020	982	213
26022	100	54
26024	63	33
26025	27	28
26027	20	18
260293	21	8
26030	317	129
26031	108	163
26032	20	10
26033	3	12
260334	3	13
26034	2	6
26035	105	73
26036	91	167
26037	194	232
26038	3	5
26039	93	28
26040	146	561
260425	60	110
260429	0	0
26043	92	127
260434	11	5
26045	1	7
26046	106	212
26047	0	0
26048	54	25
26049	14	16
26050	1	6
26051	50	15
26052	17	19
26053	137	114
26054	214	394
26056	169	81
26057	419	1807
26058	291	646
26059	0	0
26060	231	267
26061	60	62
26063	38	4
26064	292	296
26065	415	334
26071	124	61
26073	289	363
26074	4	5
26083	0	1
26084	114	91
26085	36	18
26086	82	22
26088	170	63
26090	204	265
26091	111	186
26092	195	123
26093	93	63
26094	72	53
26095	12	58
26097	184	61
26098	53	98
26099	532	77
26100	299	180
26108	18	10
26112	135	68
26115	173	204
26118	228	205
26119	159	72
26121	118	211
26122	110	109
26123	132	129
26127	47	38
26128	71	121
26130	258	363
26133	275	280
26135	1053	1053
26136	146	106
26137	74	54
26140	31	20
26145	89	22
26146	43	69
26147	59	25
26149	53	518
2615	259	62
26150	4	1
26151	64	21
26152	43	43
26153	218	47
26154	292	1073
26155	296	361
26156	375	381
26157	6	4
26160	48	128
26164	66	55
26165	0	0
26166	6	16
26167	9	20
26168	185	67
2617	338	951
261726	83	98
261729	47	24
26173	383	321
261734	70	71
26175	23	8
2618	127	225
26188	0	1
2619	136	48
26190	261	118
26191	3	11
262	205	134
2620	2	4
26205	84	23
26206	1	0
26207	28	32
2621	550	289
26212	0	0
2622	51	33
26223	1	0
26224	184	129
26225	170	130
26227	518	750
26228	0	0
26229	88	61
2623	0	0
26230	30	63
26231	4	1
26232	74	23
26233	44	28
26234	322	282
26235	28	66
26239	785	826
2624	53	37
26240	20	0
26245	0	0
26246	0	1
26249	22	7
2625	392	507
26254	0	3
26256	16	11
26257	0	0
26258	148	52
26259	51	45
2626	0	0
26260	99	53
26261	3	3
26262	86	45
26263	35	65
26266	2	0
26267	29	23
26268	138	127
26269	65	53
2627	8	5
26270	24	5
26271	18	17
26272	34	36
26273	132	164
26275	84	194
26276	62	135
26277	154	350
26278	47	154
2628	282	378
26284	107	103
26286	137	145
26287	7	3
26289	1	9
2629	181	648
26290	0	0
26291	0	0
26292	61	9
26297	45	62
26298	384	184
26301	5	4
2631	140	131
2632	108	163
2633	102	267
26330	6	1
2634	216	434
2635	39	76
26353	235	184
26354	246	263
26355	138	113
2637	0	1
2639	29	47
2642	0	0
2643	38	27
2644	43	2
2645	2	0
2646	0	0
26468	24	8
26469	88	16
2647	126	73
26470	28	13
26471	331	57
26472	244	126
2648	187	88
2649	21	7
26492	0	0
26499	53	36
2650	31	26
26502	125	82
26503	55	92
26504	82	46
26505	64	32
26507	13	2
26508	50	3
26509	657	1327
2651	31	23
26511	61	74
26512	129	151
26515	130	6
26517	169	55
26519	61	63
26520	44	18
26521	56	11
26523	205	149
26524	127	148
26525	319	104
26528	266	167
2653	65	192
26548	0	1
2657	0	1
26574	123	185
26575	0	3
26576	1	2
26577	35	43
26578	181	177
26579	141	37
26580	134	294
26585	13	0
26586	119	124
26589	29	29
2660	0	0
26608	55	44
26609	0	0
2661	3	2
26610	57	36
2662	25	6
2664	281	305
26648	15	33
2665	589	621
26659	1	0
26664	1	0
266655	41	0
266675	5	1
266722	6	2
266727	65	11
266740	0	0
266743	0	0
266747	6	2
2668	2	0
266812	25	6
26683	0	2
2669	95	51
266977	0	2
267	296	392
2670	4	1
267002	18	11
267004	0	0
267020	0	0
2671	35	18
26716	0	0
2672	1	0
2673	133	340
2674	74	24
26747	34	41
26748	0	0
2675	8	0
26750	95	87
26751	197	214
2676	60	38
26762	1	1
2677	66	96
2678	44	56
268	0	0
2683	417	359
2686	53	22
2687	73	55
26872	21	22
26873	111	30
269	0	0
2690	98	194
2691	0	0
2695	0	0
26953	131	74
26958	170	108
26959	390	247
2696	12	6
26960	24	85
2697	5817	7134
26973	27	55
26974	2	2
26984	41	39
26985	137	100
26986	2822	4381
26993	162	273
26994	328	125
26995	70	78
26996	6	5
26998	1	1
26999	227	213
27	130	111
270	0	0
2700	20	6
27000	96	151
27005	52	25
27006	22	9
2701	31	6
27010	5	1
27013	290	203
27018	137	76
27019	0	0
2702	20	7
27020	317	176
27022	4	1
27023	0	0
27030	28	200
27031	51	102
27032	295	932
27033	0	0
27034	81	100
27036	0	1
27037	113	34
27040	10	3
27042	79	96
27043	193	98
27044	403	586
2705	11	1
2706	1630	1102
27063	0	0
27065	274	109
27067	56	90
27068	158	115
27069	487	397
2707	363	223
27071	27	16
27072	148	277
27074	36	23
27075	55	50
27076	2899	1342
27077	38	38
27079	33	13
27085	19	20
27086	130	353
27087	12	3
27089	230	111
2709	158	84
27090	19	3
27092	9	5
27094	1	2
27095	124	84
27097	94	31
27098	1	8
271	98	53
2710	27	123
27101	110	90
27102	477	513
27106	90	13
27107	97	108
27109	24	20
27111	109	34
27112	2	1
27113	42	3
27115	10	14
27120	0	0
27121	1	0
27122	230	126
27123	21	12
27124	22	15
27125	441	721
27127	0	0
27128	7	8
27129	116	25
27130	37	79
27131	162	233
27132	5	1
27133	2	1
27134	46	40
27136	0	0
27141	59	17
27143	41	27
27145	10	13
27146	6	11
27147	22	32
27148	46	31
27151	12	7
27152	11	37
27153	90	68
27154	124	77
27156	5	1
27158	152	17
27159	1	3
27161	248	119
27163	57	69
27164	0	0
27165	32	12
27166	323	315
2717	36	43
27173	282	61
27175	42	76
27177	4	2
27178	94	38
27179	0	0
27180	1	0
27181	1	0
27183	248	146
27185	9	15
2719	101	193
27190	8	1
27197	1	6
27198	3	2
27199	23	8
272	71	68
2720	105	173
27201	1	0
27202	6	6
27229	34	34
27230	286	113
27231	0	0
27232	0	0
27233	4	0
27235	30	39
27236	73	60
27237	75	22
27238	90	86
27239	2	3
27240	1	0
27241	43	92
27242	67	56
27243	300	238
27244	128	93
27245	343	92
27246	70	99
27247	54	69
27248	145	165
27249	269	397
27250	1151	2144
27252	73	124
27253	4	5
27254	41	5
27255	2	3
27257	58	22
27258	75	61
27284	0	0
27285	2	4
27286	19	44
27287	3	0
27288	0	0
27289	4	1
2729	188	519
27291	60	48
27292	57	43
27293	23	10
27294	0	0
27295	27	37
27296	0	2
27297	123	20
27299	3	3
273	4	6
2730	69	60
27300	82	59
27301	68	27
27302	2	0
27303	30	79
27304	33	8
27306	5	9
27309	75	101
2731	4	3
27314	59	33
27315	96	44
27316	296	398
27319	18	1
27324	5	6
27327	167	241
27328	0	25
27329	0	2
2733	120	168
27330	12	32
27332	216	362
27333	114	304
27334	1	0
27335	340	481
27336	235	182
27338	56	42
27339	354	450
2734	470	752
27340	127	216
27341	169	46
27342	209	136
27343	41	16
27344	14	1
27345	19	8
27346	34	13
27347	167	304
27348	67	24
27349	43	20
2735	28	9
27350	32	38
27351	122	29
27352	225	91
2736	53	54
2737	181	595
2738	35	6
2739	323	262
274	46	76
2740	9	3
2741	0	0
2742	2	3
27429	59	43
2743	6	3
27430	129	118
27433	30	7
27434	50	18
27436	273	452
27439	2	1
2744	235	304
27440	85	38
27443	18	26
27445	52	186
2745	118	146
2746	689	1741
2747	0	0
275	38	21
2752	842	1077
276	3	17
2760	337	205
2762	37	40
2764	94	49
2766	24	24
2767	301	83
2768	198	59
2769	152	28
2770	226	106
2771	658	315
2773	376	201
2774	102	61
2775	35	2
2776	155	63
2778	1674	2655
2779	0	0
2780	0	3
2781	37	14
2782	1062	605
2783	716	334
2784	4	3
2785	1	0
2786	9	2
2787	138	72
2788	25	3
279	0	4
2790	78	5
2791	97	16
2793	0	0
2794	232	105
2796	3	8
2798	0	0
2799	410	480
28	5	2
280	43	364
2800	113	129
2801	424	404
2802	245	263
2803	624	1076
2804	491	785
2805	126	104
2806	274	122
280636	126	22
2810	3964	919
2811	9	53
2812	38	19
2813	1	1
2814	1	1
2817	943	235
2819	630	288
2820	144	215
2821	493	1450
2822	30	51
28227	57	82
2823	5	4
28231	78	38
28232	249	123
28234	0	1
2824	46	18
2825	37	10
2826	1	2
282679	0	1
2827	5	0
282763	0	0
282770	0	0
2828	9	0
282808	0	2
282809	24	27
282890	3	5
2829	1	7
282969	10	8
282973	5	9
282974	17	12
282991	132	67
282996	19	9
283	25	43
2830	0	0
283008	3	12
283078	0	1
283080	1	0
2831	2	0
283106	2	0
283130	11	3
283149	588	291
283152	1	3
28316	5	5
283208	2	7
283209	27	20
283212	5	2
283219	19	6
283229	75	9
283232	69	19
283234	13	8
283237	29	24
283248	2	3
283254	14	11
283284	5	4
283298	41	24
2833	0	0
283310	4	3
283316	5	17
283337	140	29
283349	94	41
283358	149	212
283373	247	117
283375	0	0
283377	40	5
283383	35	53
283385	5	3
283417	1	19
283431	48	29
283446	2	0
283450	275	456
283455	3	2
283459	99	24
283463	0	0
283464	35	23
283471	1	0
283489	59	56
2835	88	7
283518	1	2
283521	0	0
283537	21	17
283554	3	3
283571	0	0
283576	0	0
283578	90	28
283600	0	0
283629	0	8
283635	141	171
283638	689	328
283643	29	9
283652	40	50
283659	1	7
283685	0	1
2837	0	0
283710	0	0
283726	2	2
283742	77	89
283748	40	25
283767	0	3
283777	0	0
283807	1	1
283820	233	1207
283848	94	50
283849	6	3
283869	7	2
283870	3	0
283871	58	14
283897	2	1
283899	48	30
283927	13	7
283933	0	0
283948	3	0
283951	44	33
283953	0	0
283971	0	3
283985	62	17
283987	47	26
283989	53	39
283991	71	44
283999	1	0
284	35	29
2840	3	14
284001	73	12
284004	37	11
284013	3	2
284018	13	6
284021	1	2
284023	132	35
284040	0	0
284058	264	236
284069	9	1
284071	0	1
284076	0	0
284083	0	0
284086	17	13
284098	43	20
284099	0	0
2841	0	4
284106	80	21
284110	416	261
284111	0	0
284114	47	8
284119	1373	948
284129	61	26
284131	36	9
284161	3	3
284184	22	5
284186	1	0
284194	0	2
2842	1	0
284207	605	51
284217	17	29
284252	179	96
284254	1	0
284257	0	0
284266	0	1
284273	120	29
284293	1	0
284297	20	46
2843	0	0
284306	6	5
284307	12	21
284309	56	59
284312	0	0
284323	29	61
284325	25	19
284338	4	0
284339	1	0
284340	2	0
284346	5	0
284348	177	53
284349	11	36
284352	139	39
284353	76	4
284358	6	1
284361	345	81
284366	34	3
284370	26	52
284371	35	89
284390	8	20
284391	36	61
2844	0	2
284402	9	0
284403	38	64
284406	19	6
284417	2	0
284418	1	0
284422	0	0
284427	4	0
284434	16	7
284439	25	5
284443	12	60
284451	0	1
284459	87	49
284467	0	0
284485	0	0
284486	220	264
284498	1	2
2845	0	2
284525	0	2
284541	0	2
284546	0	1
284565	60	326
2846	2	0
284611	59	38
284612	5	0
284613	121	9
284615	2	2
284654	30	9
284656	13	0
284680	0	0
284695	83	121
284697	1	2
2847	6	4
284716	6	5
284723	5	0
284739	0	0
284756	1	0
284759	5	0
284805	0	0
284827	0	1
284904	5	1
284948	0	0
284958	0	0
284992	3	7
284996	145	238
285	15	24
2850	3	2
285016	1	2
285025	0	3
285051	0	0
28511	210	54
28512	11	19
28513	21	17
28514	133	142
285141	0	0
285148	46	30
285172	62	58
285175	3	1
285180	0	0
285190	10	9
285193	10	0
285195	34	51
2852	29	2
285203	98	95
285220	1	1
285231	0	0
285237	41	48
285267	14	15
285268	99	27
285282	77	45
285313	66	96
285315	14	0
285331	37	58
285335	0	2
285343	45	31
285346	7	13
285349	2	4
285362	145	109
285367	55	24
285368	26	5
285381	49	17
285382	23	5
285386	68	77
285429	0	0
285440	48	50
285464	43	91
285489	10	2
285498	13	3
285513	2	13
285521	39	32
285527	247	479
285533	1	0
285550	47	10
285555	0	3
285556	0	3
285590	274	263
285596	0	2
285598	13	5
285600	10	16
285601	4	0
285605	46	14
285613	12	3
285636	97	75
285641	0	0
285643	0	1
285668	1	0
285671	31	38
285672	79	85
285676	19	5
285679	1	0
2857	6	4
285704	149	53
285753	14	28
285755	3	6
285761	13	41
285782	0	0
285800	0	0
285834	0	0
285848	26	26
285855	430	125
285888	0	0
2859	8	2
285941	0	0
285955	5	185
285966	53	131
285971	13	4
285973	81	53
285989	33	18
286	2	5
286006	0	2
286046	7	9
286053	57	46
286075	43	3
286077	768	476
286097	4	6
2861	42	13
286128	70	4
286133	138	93
286144	41	11
286148	57	86
286151	2	1
286187	0	0
2862	0	0
286204	1	0
286205	32	26
286207	0	0
286223	2	0
286234	0	1
286257	66	21
286262	72	26
2863	2	0
286319	47	12
286336	13	1
286343	107	44
286365	0	1
286380	0	2
286410	44	98
286436	2	1
286451	147	37
286464	0	1
286499	0	0
2865	0	0
286514	0	0
286527	15	6
286530	2	3
2866	0	2
286676	12	12
2867	0	0
286749	6	30
286753	124	4
2868	1	8
286826	38	30
286827	34	17
